timeline,low,tertile,medium,high
1013.0,,medium,0.9276452909168459,
1015.0,,medium,0.9276452909168459,
1026.0,,medium,0.9276452909168459,
1034.0,,medium,0.9216216201966062,
1039.0,,medium,0.9216216201966062,
1043.0,,medium,0.9216216201966062,
1047.0,,medium,0.9216216201966062,
1048.0,,medium,0.9153520853653369,
1062.0,,medium,0.9153520853653369,
1063.0,,medium,0.9153520853653369,
1085.0,,medium,0.9153520853653369,
1093.0,,medium,0.9153520853653369,
1099.0,,medium,0.9153520853653369,
1101.0,,medium,0.9153520853653369,
1119.0,,medium,0.9153520853653369,
1120.0,,medium,0.9153520853653369,
1121.0,,medium,0.9153520853653369,
1127.0,,medium,0.9086215553258857,
1132.0,,medium,0.9086215553258857,
1133.0,,medium,0.9086215553258857,
1138.0,,medium,0.9086215553258857,
1141.0,,medium,0.9086215553258857,
1148.0,,medium,0.9086215553258857,
1156.0,,medium,0.9086215553258857,
1161.0,,medium,0.9086215553258857,
1165.0,,medium,0.9086215553258857,
1167.0,,medium,0.9086215553258857,
1174.0,,medium,0.9013525828832785,
1185.0,,medium,0.9013525828832785,
1186.0,,medium,0.9013525828832785,
1189.0,,medium,0.9013525828832785,
1191.0,,medium,0.9013525828832785,
1196.0,,medium,0.9013525828832785,
1220.0,,medium,0.9013525828832785,
1229.0,,medium,0.9013525828832785,
1234.0,,medium,0.9013525828832785,
1247.0,,medium,0.9013525828832785,
1269.0,,medium,0.9013525828832785,
1277.0,,medium,0.9013525828832785,
1301.0,,medium,0.9013525828832785,
1308.0,,medium,0.9013525828832785,
1309.0,,medium,0.9013525828832785,
1318.0,,medium,0.9013525828832785,
1321.0,,medium,0.9013525828832785,
1330.0,,medium,0.9013525828832785,
1347.0,,medium,0.9013525828832785,
1351.0,,medium,0.9013525828832785,
1371.0,,medium,0.9013525828832785,
1411.0,,medium,0.892601586932955,
1448.0,,medium,0.892601586932955,
1461.0,,medium,0.892601586932955,
1474.0,,medium,0.892601586932955,
1505.0,,medium,0.892601586932955,
1516.0,,medium,0.892601586932955,
1519.0,,medium,0.892601586932955,
1545.0,,medium,0.892601586932955,
1548.0,,medium,0.892601586932955,
1563.0,,medium,0.8831058253698387,
1596.0,,medium,0.8831058253698387,
1604.0,,medium,0.8831058253698387,
1611.0,,medium,0.8831058253698387,
1613.0,,medium,0.8831058253698387,
1616.0,,medium,0.8831058253698387,
1640.0,,medium,0.8831058253698387,
1644.0,,medium,0.8831058253698387,
1648.0,,medium,0.8831058253698387,
1662.0,,medium,0.8831058253698387,
1683.0,,medium,0.8831058253698387,
1688.0,,medium,0.8724659961485153,
1694.0,,medium,0.861826166927192,
1699.0,,medium,0.851186337705868,
1712.0,,medium,0.851186337705868,
1728.0,,medium,0.851186337705868,
1759.0,,medium,0.8402736923506648,
1781.0,,medium,0.8293610469954612,
1812.0,,medium,0.8184484016402576,
1884.0,,medium,0.8075357562850547,
1928.0,,medium,0.8075357562850547,
1993.0,,medium,0.7964736226373144,
2031.0,,medium,0.7964736226373144,
2033.0,,medium,0.7964736226373144,
2041.0,,medium,0.7964736226373144,
2064.0,,medium,0.7964736226373144,
2142.0,,medium,0.7964736226373144,
2164.0,,medium,0.7964736226373144,
